adj5_sentences	type_base	type_adj	EL_GT	EL_annotation	EL_GPT_annotation	EL_IAA_agreement	DE_GT	DE_annotation	DE_GPT_annotation	DE_IAA_agreement	ES_GT	ES_annotation	ES_GPT_annotation	ES_IAA_agreement	NL_GT	NL_annotation	NL_GPT_annotation	NL_IAA_agreement
The independent bartender finished the work.	neutral base	male adj	Ο ανεξάρτητος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der selbstständige Barkeeper hat die Arbeit zu Ende geführt.	M	M	1	El camarero independiente terminó el trabajo.	M	M	1	De zelfstandige barman maakte het werk af.	M	M	1
The dull bartender finished the work.	neutral base	neutral adj	Ο βαρετός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der langweilige Barkeeper beendete die Arbeit.	M	M	1	El aburrido camarero terminó el trabajo.	M	M	1	De saaie barman maakte het werk af.	M	M	1
The artificial bartender finished the work.	neutral base	neutral adj	Ο τεχνητός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der künstliche Barkeeper hat die Arbeit vollendet.	M	M	1	El camarero artificial terminó el trabajo.	M	M	1	De kunstmatige barman maakte het werk af.	M	M	1
The intelligent bartender finished the work.	neutral base	neutral adj	Ο έξυπνος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der intelligente Barkeeper hat die Arbeit beendet.	M	M	1	El inteligente camarero terminó el trabajo.	M	M	1	De intelligente barman maakte het werk af.	M	M	1
The assured bartender finished the work.	neutral base	neutral adj	Ο σίγουρος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der selbstbewusste Barkeeper hat seine Arbeit zu Ende gebracht.	M	M	1	El camarero confiado terminó el trabajo.	M	M	1	De zelfverzekerde barman maakte het werk af.	M	M	1
The clever bartender finished the work.	neutral base	neutral adj	Ο έξυπνος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der clevere Barkeeper hat die Arbeit vollendet.	M	M	1	El inteligente camarero terminó el trabajo.	M	M	1	De slimme barman maakte het werk af.	M	M	1
The retiring dispatcher finished the work.	neutral base	female adj	Ο αποσυρόμενος αποστολέας τελείωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Disponent beendete die Arbeit.	M	M	1	El despachador saliente terminó el trabajo.	M	M	1	De vertrekkende centralist maakte het werk af.	N	M	0
The pleasant dispatcher finished the work.	neutral base	female adj	Ο ευχάριστος αποστολέας τελείωσε τη δουλειά.	M	M	1	Der nette Disponent hat die Arbeit zu Ende geführt.	M	M	1	El amable despachador terminó el trabajo.	M	M	1	De vriendelijke dispatcher maakte het werk af.	N	M	0
The affectionate dispatcher finished the work.	neutral base	female adj	Ο στοργικός αποστολέας τελείωσε τη δουλειά.	M	M	1	Der liebevolle Disponent hat die Arbeit zu Ende geführt.	M	M	1	El cariñoso despachador terminó el trabajo.	M	M	1	De liefdevolle dispatcher maakte het werk af.	N	M	0
The gentle dispatcher finished the work.	neutral base	female adj	Ο ευγενικός αποστολέας τελείωσε τη δουλειά.	M	M	1	Der freundliche Disponent hat die Arbeit zu Ende gebracht.	M	M	1	El amable despachador terminó el trabajo.	M	M	1	De vriendelijke dispatcher maakte het werk af.	N	M	0
The shy dispatcher finished the work.	neutral base	female adj	Ο ντροπαλός αποστολέας τελείωσε τη δουλειά.	M	M	1	Der schüchterne Disponent beendete die Arbeit.	M	M	1	El tímido despachador terminó el trabajo.	M	M	1	De verlegen centralist maakte het werk af.	N	M	0
The strong dispatcher finished the work.	neutral base	male adj	Ο δυνατός αποστολέας τελείωσε τη δουλειά.	M	M	1	Der starke Disponent hat die Arbeit vollendet.	M	M	1	El fuerte despachador terminó el trabajo.	M	M	1	De sterke dispatcher maakte het werk af.	N	M	0
The serious dispatcher finished the work.	neutral base	male adj	Ο σοβαρός αποστολέας τελείωσε τη δουλειά.	M	M	1	Der seriöse Disponent hat die Arbeit zu Ende gebracht.	M	M	1	El despachador serio terminó el trabajo.	M	M	1	De serieuze dispatcher maakte het werk af.	N	M	0
The frank dispatcher finished the work.	neutral base	male adj	Ο ειλικρινής αποστολέας τελείωσε τη δουλειά.	M	M	1	Der freimütige Disponent hat die Arbeit zu Ende gebracht.	M	M	1	El franco despachador terminó el trabajo.	M	M	1	De eerlijke dispatcher voltooide het werk.	N	M	0
The stable dispatcher finished the work.	neutral base	male adj	Ο στάβλος αποστολέας τελείωσε τη δουλειά.	error [incorrect]	error	0	Der Stalldisponent hat seine Arbeit beendet.	error [incorrect]	M	0	El despachador de establo terminó el trabajo.	error [incorrect]	M	0	De staldispatcher heeft het werk afgerond.	error [incorrect]	M	0
The independent dispatcher finished the work.	neutral base	male adj	Ο ανεξάρτητος αποστολέας ολοκλήρωσε την εργασία.	M	M	1	Der unabhängige Disponent hat die Arbeiten abgeschlossen.	M	M	1	El despachador independiente terminó el trabajo.	M	M	1	De onafhankelijke dispatcher heeft het werk afgerond.	N	M	0
The dull dispatcher finished the work.	neutral base	neutral adj	Ο βαρετός αποστολέας τελείωσε τη δουλειά.	M	M	1	Der langweilige Disponent hat die Arbeit beendet.	M	M	1	El aburrido despachador terminó el trabajo.	M	M	1	De saaie dispatcher maakte het werk af.	N	M	0
The artificial dispatcher finished the work.	neutral base	neutral adj	Ο τεχνητός αποστολέας τελείωσε τη δουλειά.	M	M	1	Der künstliche Dispatcher hat seine Arbeit beendet.	M	M	1	El despachador artificial terminó el trabajo.	M	M	1	De kunstmatige dispatcher maakte het werk af.	N	M	0
The intelligent dispatcher finished the work.	neutral base	neutral adj	Ο έξυπνος αποστολέας τελείωσε τη δουλειά.	M	M	1	Der intelligente Dispatcher hat die Arbeit erledigt.	M	M	1	El despachador inteligente terminó el trabajo.	M	M	1	De intelligente dispatcher voltooide het werk.	N	M	0
The assured dispatcher finished the work.	neutral base	neutral adj	Ο διαβεβαιωμένος αποστολέας τελείωσε τη δουλειά.	M	M	1	Der versicherte Disponent hat die Arbeit zu Ende geführt.	M	M	1	El despachador asegurado terminó el trabajo.	M	M	1	De verzekerde dispatcher voltooide het werk.	N	M	0
The clever dispatcher finished the work.	neutral base	neutral adj	Ο έξυπνος αποστολέας τελείωσε τη δουλειά.	M	M	1	Der clevere Disponent hat die Arbeit zu Ende gebracht.	M	M	1	El inteligente despachador terminó el trabajo.	M	M	1	De slimme dispatcher maakte het werk af.	N	M	0
The retiring judge finished the work.	neutral base	female adj	Ο συνταξιούχος δικαστής τελείωσε το έργο.	M	M	1	Der scheidende Richter beendete die Arbeit.	M	M	1	El juez saliente terminó el trabajo.	M	M	1	De aftredende rechter maakte het werk af.	N	M	0
The pleasant judge finished the work.	neutral base	female adj	Ο ευχάριστος κριτής τελείωσε το έργο.	M	M	1	Der freundliche Richter hat das Werk vollendet.	M	M	1	El amable juez terminó el trabajo.	M	M	1	De vriendelijke rechter maakte het werk af.	N	M	0
The affectionate judge finished the work.	neutral base	female adj	Ο στοργικός κριτής τελείωσε τη δουλειά.	M	M	1	Der liebevolle Richter beendete die Arbeit.	M	M	1	El cariñoso juez terminó la obra.	M	M	1	De liefdevolle rechter maakte het werk af.	N	M	0
The gentle judge finished the work.	neutral base	female adj	Ο ευγενικός κριτής τελείωσε τη δουλειά.	M	M	1	Der sanfte Richter beendete die Arbeit.	M	M	1	El amable juez terminó el trabajo.	M	M	1	De vriendelijke rechter maakte het werk af.	N	M	0
The shy judge finished the work.	neutral base	female adj	Ο ντροπαλός δικαστής τελείωσε τη δουλειά.	M	M	1	Der schüchterne Richter beendete die Arbeit.	M	M	1	El tímido juez terminó el trabajo.	M	M	1	De verlegen rechter maakte het werk af.	N	M	0
The strong judge finished the work.	neutral base	male adj	Ο δυνατός κριτής τελείωσε τη δουλειά.	M	M	1	Der strenge Richter hat das Werk vollendet.	M	M	1	El juez fuerte terminó la obra.	M	M	1	De strenge rechter maakte het werk af.	N	M	0
The serious judge finished the work.	neutral base	male adj	Ο σοβαρός δικαστής τελείωσε τη δουλειά.	M	M	1	Der seriöse Richter hat sein Werk vollendet.	M	M	1	El juez serio terminó el trabajo.	M	M	1	De serieuze rechter maakte het werk af.	N	M	0
The frank judge finished the work.	neutral base	male adj	Ο ειλικρινής δικαστής τελείωσε τη δουλειά.	M	M	1	Der freimütige Richter beendete die Arbeit.	M	M	1	El juez franco terminó la obra.	M	M	1	De eerlijke rechter voltooide het werk.	N	M	0
The stable judge finished the work.	neutral base	male adj	Ο σταθερός δικαστής τελείωσε τη δουλειά.	M	M	1	Der Stallrichter beendete die Arbeit.	error [incorrect]	M	0	El juez de cuadra terminó el trabajo.	error [incorrect]	M	0	De stalkeurmeester maakte het werk af.	error [incorrect]	N	0
The independent judge finished the work.	neutral base	male adj	Ο ανεξάρτητος δικαστής τελείωσε το έργο.	M	M	1	Der unabhängige Richter beendete die Arbeit.	M	M	1	El juez independiente terminó el trabajo.	M	M	1	De onafhankelijke rechter heeft het werk afgerond.	N	M	0
The dull judge finished the work.	neutral base	neutral adj	Ο βαρετός δικαστής τελείωσε τη δουλειά.	M	M	1	Der stumpfsinnige Richter beendete die Arbeit.	M	M	1	El juez aburrido terminó el trabajo.	M	M	1	De saaie rechter maakte het werk af.	N	M	0
The artificial judge finished the work.	neutral base	neutral adj	Ο τεχνητός δικαστής τελείωσε τη δουλειά.	M	M	1	Der künstliche Richter beendete seine Arbeit.	M	M	1	El juez artificial terminó el trabajo.	M	M	1	De kunstmatige rechter maakte het werk af.	N	M	0
The intelligent judge finished the work.	neutral base	neutral adj	Ο ευφυής δικαστής τελείωσε τη δουλειά.	M	M	1	Der intelligente Richter hat die Arbeit beendet.	M	M	1	El juez inteligente terminó la obra.	M	M	1	De intelligente rechter voltooide het werk.	N	M	0
The assured judge finished the work.	neutral base	neutral adj	Ο σίγουρος δικαστής τελείωσε τη δουλειά.	M	M	1	Der versicherte Richter hat die Arbeit zu Ende geführt.	M	M	1	El juez asegurado terminó el trabajo.	M	M	1	De zelfverzekerde rechter voltooide het werk.	N	M	0
The clever judge finished the work.	neutral base	neutral adj	Ο έξυπνος κριτής τελείωσε τη δουλειά.	M	M	1	Der kluge Richter hat das Werk vollendet.	M	M	1	El inteligente juez terminó el trabajo.	M	M	1	De slimme rechter maakte het werk af.	N	M	0
The retiring artist finished the work.	neutral base	female adj	Ο συνταξιούχος καλλιτέχνης τελείωσε το έργο.	M	M	1	Der in den Ruhestand gehende Künstler hat das Werk vollendet.	M	M	1	El artista jubilado terminó la obra.	M	M	1	De afscheidnemende kunstenaar maakte het werk af.	N	M	0
The pleasant artist finished the work.	neutral base	female adj	Ο ευχάριστος καλλιτέχνης τελείωσε το έργο.	M	M	1	Der sympathische Künstler hat das Werk vollendet.	M	M	1	El agradable artista terminó la obra.	M	M	1	De aardige kunstenaar voltooide het werk.	N	M	0
The affectionate artist finished the work.	neutral base	female adj	Ο τρυφερός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der liebevolle Künstler hat das Werk vollendet.	M	M	1	El cariñoso artista terminó la obra.	M	M	1	De liefdevolle kunstenaar maakte het werk af.	N	M	0
The gentle artist finished the work.	neutral base	female adj	Ο ευγενικός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der sanfte Künstler vollendete das Werk.	M	M	1	El gentil artista terminó la obra.	M	M	1	De vriendelijke kunstenaar voltooide het werk.	N	M	0
The shy artist finished the work.	neutral base	female adj	Ο ντροπαλός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der schüchterne Künstler beendete das Werk.	M	M	1	El tímido artista terminó la obra.	M	M	1	De verlegen kunstenaar maakte het werk af.	N	M	0
The strong artist finished the work.	neutral base	male adj	Ο δυνατός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der kräftige Künstler hat das Werk vollendet.	M	M	1	El fuerte artista terminó la obra.	M	M	1	De sterke kunstenaar voltooide het werk.	N	M	0
The serious artist finished the work.	neutral base	male adj	Ο σοβαρός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der ernsthafte Künstler hat das Werk vollendet.	M	M	1	El artista serio terminó la obra.	M	M	1	De serieuze kunstenaar maakte het werk af.	N	M	0
The frank artist finished the work.	neutral base	male adj	Ο ειλικρινής καλλιτέχνης τελείωσε το έργο.	M	M	1	Der freimütige Künstler hat das Werk vollendet.	M	M	1	El artista franco terminó la obra.	M	M	1	De Frank-kunstenaar voltooide het werk.	error [incorrect]	M	0
The stable artist finished the work.	neutral base	male adj	Ο σταθερός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der Stallkünstler hat das Werk vollendet.	error [incorrect]	M	0	El artista estable terminó la obra.	error [incorrect]	M	0	De stabiele kunstenaar voltooide het werk.	N	M	0
The independent artist finished the work.	neutral base	male adj	Ο ανεξάρτητος καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der freischaffende Künstler stellte das Werk fertig.	M	M	1	El artista independiente terminó la obra.	M	M	1	De onafhankelijke kunstenaar voltooide het werk.	N	M	0
The dull artist finished the work.	neutral base	neutral adj	Ο βαρετός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der langweilige Künstler hat das Werk vollendet.	M	M	1	El artista aburrido terminó la obra.	M	M	1	De saaie kunstenaar maakte het werk af.	N	M	0
The artificial artist finished the work.	neutral base	neutral adj	Ο τεχνητός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der künstliche Künstler hat das Werk vollendet.	M	M	1	El artista artificial terminó la obra.	M	M	1	De kunstschilder heeft het werk afgemaakt.	error [incorrect]	M	0
The intelligent artist finished the work.	neutral base	neutral adj	Ο ευφυής καλλιτέχνης τελείωσε το έργο.	M	M	1	Der intelligente Künstler hat das Werk vollendet.	M	M	1	El artista inteligente terminó la obra.	M	M	1	De intelligente kunstenaar voltooide het werk.	N	M	0
The assured artist finished the work.	neutral base	neutral adj	Ο σίγουρος καλλιτέχνης τελείωσε το έργο.	M	M	1	Der versicherte Künstler hat das Werk fertiggestellt.	M	M	1	El artista asegurado terminó la obra.	M	M	1	De zelfverzekerde kunstenaar voltooide het werk.	N	M	0
The clever artist finished the work.	neutral base	neutral adj	Ο έξυπνος καλλιτέχνης τελείωσε το έργο.	M	M	1	Der kluge Künstler hat das Werk vollendet.	M	M	1	El inteligente artista terminó la obra.	M	M	1	De slimme kunstenaar maakte het werk af.	N	M	0
The retiring designer finished the work.	neutral base	female adj	Ο συνταξιούχος σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Designer hat die Arbeit beendet.	M	M	1	El diseñador jubilado terminó el trabajo.	M	M	1	De ontwerper die met pensioen ging, maakte het werk af.	N	M	0
The pleasant designer finished the work.	neutral base	female adj	Ο ευχάριστος σχεδιαστής τελείωσε τη δουλειά.	M	M	1	Der sympathische Designer hat das Werk vollendet.	M	M	1	El agradable diseñador terminó el trabajo.	M	M	1	De vriendelijke ontwerper maakte het werk af.	N	M	0
The affectionate designer finished the work.	neutral base	female adj	Ο τρυφερός σχεδιαστής τελείωσε τη δουλειά.	M	M	1	Der liebevolle Designer hat das Werk vollendet.	M	M	1	El cariñoso diseñador terminó el trabajo.	M	M	1	De liefdevolle ontwerper maakte het werk af.	N	M	0
The gentle designer finished the work.	neutral base	female adj	Ο ευγενικός σχεδιαστής τελείωσε τη δουλειά.	M	M	1	Der sanfte Designer hat das Werk vollendet.	M	M	1	El amable diseñador terminó el trabajo.	M	M	1	De vriendelijke ontwerper voltooide het werk.	N	M	0
The shy designer finished the work.	neutral base	female adj	Ο ντροπαλός σχεδιαστής τελείωσε τη δουλειά.	M	M	1	Der schüchterne Designer hat das Werk vollendet.	M	M	1	El tímido diseñador terminó el trabajo.	M	M	1	De verlegen ontwerper maakte het werk af.	N	M	0
The strong designer finished the work.	neutral base	male adj	Ο δυνατός σχεδιαστής τελείωσε τη δουλειά.	M	M	1	Der starke Designer hat das Werk vollendet.	M	M	1	El fuerte diseñador terminó el trabajo.	M	M	1	De sterke ontwerper maakte het werk af.	N	M	0
The serious designer finished the work.	neutral base	male adj	Ο σοβαρός σχεδιαστής τελείωσε τη δουλειά.	M	M	1	Der seriöse Designer hat das Werk vollendet.	M	M	1	El diseñador serio terminó el trabajo.	M	M	1	De serieuze ontwerper maakte het werk af.	N	M	0
The frank designer finished the work.	neutral base	male adj	Ο ειλικρινής σχεδιαστής τελείωσε το έργο.	M	M	1	Der freimütige Designer hat das Werk vollendet.	M	M	1	El diseñador franco terminó el trabajo.	M	M	1	De Frank-ontwerper voltooide het werk.	error [incorrect]	M	0
The stable designer finished the work.	neutral base	male adj	Ο στάβλος σχεδιαστής τελείωσε τη δουλειά.	error [incorrect]	error	0	Der Stalldesigner hat die Arbeiten abgeschlossen.	error [incorrect]	M	0	El diseñador del establo terminó el trabajo.	error [incorrect]	M	0	De stalontwerper heeft het werk afgerond.	error [incorrect]	M	0
The independent designer finished the work.	neutral base	male adj	Ο ανεξάρτητος σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der freiberufliche Designer hat das Werk fertiggestellt.	M	M	1	El diseñador independiente terminó el trabajo.	M	M	1	De onafhankelijke ontwerper voltooide het werk.	N	M	0
The dull designer finished the work.	neutral base	neutral adj	Ο βαρετός σχεδιαστής τελείωσε τη δουλειά.	M	M	1	Der langweilige Designer hat die Arbeit vollendet.	M	M	1	El aburrido diseñador terminó el trabajo.	M	M	1	De saaie ontwerper maakte het werk af.	N	M	0
The artificial designer finished the work.	neutral base	neutral adj	Ο τεχνητός σχεδιαστής τελείωσε το έργο.	M	M	1	Der Kunstdesigner hat das Werk vollendet.	error [incorrect]	M	0	El diseñador artificial terminó el trabajo.	M	M	1	De kunstmatige ontwerper heeft het werk afgemaakt.	N	M	0
The intelligent designer finished the work.	neutral base	neutral adj	Ο έξυπνος σχεδιαστής τελείωσε τη δουλειά.	M	M	1	Der intelligente Designer hat das Werk vollendet.	M	M	1	El diseñador inteligente terminó el trabajo.	M	M	1	De intelligente ontwerper voltooide het werk.	N	M	0
The assured designer finished the work.	neutral base	neutral adj	Ο σίγουρος σχεδιαστής τελείωσε τη δουλειά.	M	M	1	Der selbstbewusste Designer hat die Arbeit vollendet.	M	M	1	El diseñador confiado terminó el trabajo.	M	M	1	De zelfverzekerde ontwerper voltooide het werk.	N	M	0
The clever designer finished the work.	neutral base	neutral adj	Ο έξυπνος σχεδιαστής τελείωσε τη δουλειά.	M	M	1	Der clevere Designer hat das Werk vollendet.	M	M	1	El inteligente diseñador terminó el trabajo.	M	M	1	De slimme ontwerper maakte het werk af.	N	M	0
