adj5_sentences	type_base	type_adj	EL_DeepL	EL_annotation	EL_GPT_annotation	EL_IAA_agreement	DE_DeepL	DE_annotation	DE_GPT_annotation	DE_IAA_agreement	ES_DeepL	ES_annotation	ES_GPT_annotation	ES_IAA_agreement	NL_DeepL	NL_annotation	NL_GPT_annotation	NL_IAA_agreement
The gentle dispatcher finished the work.	neutral base	female adj	Ο ευγενικός αποστολέας τελείωσε το έργο.	M	M	1	Der freundliche Disponent beendete die Arbeit.	M	M	1	El gentil despachador terminó el trabajo.	M	M	1	De zachtaardige dispatcher maakte het werk af.	N	M	0
The shy dispatcher finished the work.	neutral base	female adj	Ο ντροπαλός αποστολέας τελείωσε τη δουλειά.	M	M	1	Der schüchterne Disponent beendete die Arbeit.	M	M	1	El tímido despachador terminó el trabajo.	M	M	1	De verlegen dispatcher maakte het werk af.	N	M	0
The strong dispatcher finished the work.	neutral base	male adj	Ο ισχυρός αποστολέας ολοκλήρωσε το έργο.	M	M	1	Der starke Disponent beendete die Arbeit.	M	M	1	El fuerte despachador terminó el trabajo.	M	M	1	De sterke dispatcher maakte het werk af.	N	M	0
The serious dispatcher finished the work.	neutral base	male adj	Ο σοβαρός αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der seriöse Disponent beendete die Arbeit.	M	M	1	El despachador serio terminó el trabajo.	M	M	1	De serieuze dispatcher maakte het werk af.	N	M	0
The frank dispatcher finished the work.	neutral base	male adj	Ο ειλικρινής αποστολέας ολοκλήρωσε το έργο.	M	M	1	Der Disponent hat die Arbeit beendet.	M	M	1	El franco despachador terminó el trabajo.	M	M	1	De frank dispatcher maakte het werk af.	error [incorrect]	M	0
The stable dispatcher finished the work.	neutral base	male adj	Ο σταθερός αποστολέας ολοκλήρωσε το έργο.	M	M	1	Der Stalldisponent hat die Arbeit beendet.	error [incorrect]	M	0	El encargado del establo terminó el trabajo.	error [incorrect]	M	0	De stalverzender maakte het werk af.	error [incorrect]	M	0
The independent dispatcher finished the work.	neutral base	male adj	Ο ανεξάρτητος αποστολέας ολοκλήρωσε το έργο.	M	M	1	Der unabhängige Disponent hat die Arbeit beendet.	M	M	1	El despachador independiente terminó el trabajo.	M	M	1	De onafhankelijke treindienstleider maakte het werk af.	N	M	0
The dull dispatcher finished the work.	neutral base	neutral adj	Ο βαρετός αποστολέας τελείωσε τη δουλειά.	M	M	1	Der langweilige Disponent beendete die Arbeit.	M	M	1	El despachador aburrido terminó el trabajo.	M	M	1	De saaie dispatcher maakte het werk af.	N	M	0
The artificial dispatcher finished the work.	neutral base	neutral adj	Ο τεχνητός αποστολέας ολοκλήρωσε το έργο.	M	M	1	Der künstliche Disponent hat die Arbeit beendet.	M	M	1	El despachador artificial terminó el trabajo.	M	M	1	De kunstmatige dispatcher maakte het werk af.	N	M	0
The intelligent dispatcher finished the work.	neutral base	neutral adj	Ο έξυπνος αποστολέας ολοκλήρωσε το έργο.	M	M	1	Der intelligente Disponent hat die Arbeit beendet.	M	M	1	El despachador inteligente terminó el trabajo.	M	M	1	De intelligente dispatcher maakte het werk af.	N	M	0
The assured dispatcher finished the work.	neutral base	neutral adj	Ο σίγουρος αποστολέας ολοκλήρωσε το έργο.	M	M	1	Der versicherte Disponent beendete die Arbeit.	M	M	1	El despachador asegurado terminó el trabajo.	M	M	1	De verzekerde dispatcher maakte het werk af.	N	M	0
The clever dispatcher finished the work.	neutral base	neutral adj	Ο έξυπνος αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der kluge Disponent beendete die Arbeit.	M	M	1	El despachador inteligente terminó el trabajo.	M	M	1	De slimme centralist maakte het werk af.	N	M	0
The retiring judge finished the work.	neutral base	female adj	Ο αποχωρών δικαστής ολοκλήρωσε το έργο.	M	M	1	Der scheidende Richter beendete die Arbeit.	M	M	1	El juez saliente terminó el trabajo.	M	M	1	De aftredende rechter maakte het werk af.	N	M	0
The pleasant judge finished the work.	neutral base	female adj	Ο ευχάριστος δικαστής τελείωσε το έργο.	M	M	1	Der sympathische Richter beendete die Arbeit.	M	M	1	El agradable juez terminó el trabajo.	M	M	1	De aangename rechter maakte het werk af.	N	M	0
The affectionate judge finished the work.	neutral base	female adj	Ο στοργικός δικαστής τελείωσε το έργο.	M	M	1	Der liebevolle Richter beendete die Arbeit.	M	M	1	El afectuoso juez terminó el trabajo.	M	M	1	De liefhebbende rechter maakte het werk af.	N	M	0
The gentle judge finished the work.	neutral base	female adj	Ο ευγενικός δικαστής τελείωσε το έργο.	M	M	1	Der sanfte Richter beendete die Arbeit.	M	M	1	El gentil juez terminó el trabajo.	M	M	1	De zachtaardige rechter maakte het werk af.	N	M	0
The shy judge finished the work.	neutral base	female adj	Ο ντροπαλός δικαστής τελείωσε το έργο.	M	M	1	Der schüchterne Richter beendete seine Arbeit.	M	M	1	El tímido juez terminó el trabajo.	M	M	1	De verlegen rechter maakte het werk af.	N	M	0
The strong judge finished the work.	neutral base	male adj	Ο ισχυρός δικαστής ολοκλήρωσε το έργο.	M	M	1	Der starke Richter beendete die Arbeit.	M	M	1	El juez fuerte terminó el trabajo.	M	M	1	De sterke rechter maakte het werk af.	N	M	0
The serious judge finished the work.	neutral base	male adj	Ο σοβαρός δικαστής τελείωσε το έργο.	M	M	1	Der ernste Richter beendete seine Arbeit.	M	M	1	El juez serio terminó el trabajo.	M	M	1	De serieuze rechter maakte het werk af.	N	M	0
The frank judge finished the work.	neutral base	male adj	Ο ειλικρινής δικαστής ολοκλήρωσε το έργο.	M	M	1	Der offene Richter beendete die Arbeit.	M	M	1	El juez franco terminó el trabajo.	M	M	1	De openhartige rechter maakte het werk af.	N	M	0
The stable judge finished the work.	neutral base	male adj	Ο δικαστής του στάβλου τελείωσε το έργο.	error [incorrect]	M	0	Der Stallrichter hat die Arbeit beendet.	error [incorrect]	M	0	El juez del establo terminó el trabajo.	error [incorrect]	M	0	De stalrechter maakte het werk af.	error [incorrect]	M	0
The independent judge finished the work.	neutral base	male adj	Ο ανεξάρτητος δικαστής ολοκλήρωσε το έργο.	M	M	1	Der unabhängige Richter hat die Arbeit beendet.	M	M	1	El juez independiente terminó el trabajo.	M	M	1	De onafhankelijke rechter maakte het werk af.	N	M	0
The dull judge finished the work.	neutral base	neutral adj	Ο βαρετός δικαστής τελείωσε το έργο.	M	M	1	Der langweilige Richter beendete die Arbeit.	M	M	1	El juez aburrido terminó el trabajo.	M	M	1	De saaie rechter maakte het werk af.	N	M	0
The artificial judge finished the work.	neutral base	neutral adj	Ο τεχνητός δικαστής ολοκλήρωσε το έργο.	M	M	1	Der künstliche Richter beendete die Arbeit.	M	M	1	El juez artificial terminó el trabajo.	M	M	1	De kunstmatige rechter maakte het werk af.	N	M	0
The intelligent judge finished the work.	neutral base	neutral adj	Ο ευφυής δικαστής ολοκλήρωσε το έργο.	M	M	1	Der intelligente Richter beendete die Arbeit.	M	M	1	El inteligente juez terminó el trabajo.	M	M	1	De intelligente rechter maakte het werk af.	N	M	0
The assured judge finished the work.	neutral base	neutral adj	Ο σίγουρος δικαστής τελείωσε το έργο.	M	M	1	Der überzeugte Richter beendete die Arbeit.	M	M	1	El asegurado juez terminó el trabajo.	M	M	1	De verzekerde rechter maakte het werk af.	N	M	0
The clever judge finished the work.	neutral base	neutral adj	Ο έξυπνος δικαστής τελείωσε το έργο.	M	M	1	Der kluge Richter beendete die Arbeit.	M	M	1	El inteligente juez terminó el trabajo.	M	M	1	De slimme rechter maakte het werk af.	N	M	0
The retiring artist finished the work.	neutral base	female adj	Ο καλλιτέχνης που αποσύρθηκε τελείωσε το έργο.	M	M	1	Der scheidende Künstler beendete das Werk.	M	M	1	El artista que se jubila terminó la obra.	M	M	1	De kunstenaar die met pensioen ging maakte het werk af.	N	M	0
The pleasant artist finished the work.	neutral base	female adj	Ο ευχάριστος καλλιτέχνης τελείωσε το έργο.	M	M	1	Der sympathische Künstler beendete das Werk.	M	M	1	El agradable artista terminó la obra.	M	M	1	De aardige kunstenaar maakte het werk af.	N	M	0
The affectionate artist finished the work.	neutral base	female adj	Ο στοργικός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der liebevolle Künstler beendete das Werk.	M	M	1	El afectuoso artista terminó la obra.	M	M	1	De liefdevolle kunstenaar maakte het werk af.	N	M	0
The gentle artist finished the work.	neutral base	female adj	Ο ευγενικός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der sanfte Künstler beendete das Werk.	M	M	1	El gentil artista terminó la obra.	M	M	1	De zachtaardige kunstenaar maakte het werk af.	N	M	0
The shy artist finished the work.	neutral base	female adj	Ο ντροπαλός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der schüchterne Künstler beendete sein Werk.	M	M	1	El tímido artista terminó la obra.	M	M	1	De verlegen kunstenaar maakte het werk af.	N	M	0
The strong artist finished the work.	neutral base	male adj	Ο δυνατός καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der starke Künstler beendete das Werk.	M	M	1	El artista fuerte terminó la obra.	M	M	1	De sterke kunstenaar maakte het werk af.	N	M	0
The serious artist finished the work.	neutral base	male adj	Ο σοβαρός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der ernsthafte Künstler beendete das Werk.	M	M	1	El artista serio terminó la obra.	M	M	1	De serieuze kunstenaar maakte het werk af.	N	M	0
The frank artist finished the work.	neutral base	male adj	Ο ειλικρινής καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der Freimaurer beendete das Werk.	error [incorrect]	M	0	El artista franco terminó la obra.	M	M	1	De openhartige kunstenaar maakte het werk af.	N	M	0
The stable artist finished the work.	neutral base	male adj	Ο καλλιτέχνης του στάβλου τελείωσε το έργο.	error [incorrect]	M	0	Der Stallmeister beendete das Werk.	error [incorrect]	M	0	El artista del establo terminó la obra.	error [incorrect]	M	0	De stalkunstenaar maakte het werk af.	error [incorrect]	M	0
The independent artist finished the work.	neutral base	male adj	Ο ανεξάρτητος καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der unabhängige Künstler hat das Werk vollendet.	M	M	1	El artista independiente terminó la obra.	M	M	1	De onafhankelijke kunstenaar maakte het werk af.	N	M	0
The dull artist finished the work.	neutral base	neutral adj	Ο θαμπός καλλιτέχνης τελείωσε το έργο.	M	error	0	Der langweilige Künstler beendete das Werk.	M	M	1	El artista aburrido terminó la obra.	M	M	1	De saaie kunstenaar maakte het werk af.	N	M	0
The artificial artist finished the work.	neutral base	neutral adj	Ο τεχνητός καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der Kunstmaler beendete das Werk.	error [incorrect]	M	0	El artista artificial terminó la obra.	M	M	1	De artiest maakte het werk af.	error [incorrect]	M	0
The intelligent artist finished the work.	neutral base	neutral adj	Ο ευφυής καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der intelligente Künstler beendete sein Werk.	M	M	1	El inteligente artista terminó la obra.	M	M	1	De intelligente kunstenaar maakte het werk af.	N	M	0
The assured artist finished the work.	neutral base	neutral adj	Ο σίγουρος καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der überzeugte Künstler beendete das Werk.	M	M	1	El artista asegurado terminó la obra.	M	M	1	De verzekerde kunstenaar maakte het werk af.	N	M	0
The clever artist finished the work.	neutral base	neutral adj	Ο έξυπνος καλλιτέχνης τελείωσε το έργο.	M	M	1	Der kluge Künstler beendete das Werk.	M	M	1	El hábil artista terminó la obra.	M	M	1	De slimme kunstenaar maakte het werk af.	N	M	0
The retiring designer finished the work.	neutral base	female adj	Ο αποχωρών σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der scheidende Designer beendete die Arbeit.	M	M	1	El diseñador que se jubila terminó el trabajo.	M	M	1	De aftredende ontwerper maakte het werk af.	N	M	0
The pleasant designer finished the work.	neutral base	female adj	Ο ευχάριστος σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der sympathische Designer beendete die Arbeit.	M	M	1	El agradable diseñador terminó el trabajo.	M	M	1	De aangename ontwerper maakte het werk af.	N	M	0
The affectionate designer finished the work.	neutral base	female adj	Ο στοργικός σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der liebevolle Designer beendete die Arbeit.	M	M	1	El afectuoso diseñador terminó el trabajo.	M	M	1	De liefhebbende ontwerper maakte het werk af.	N	M	0
The gentle designer finished the work.	neutral base	female adj	Ο ευγενικός σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der sanfte Designer beendete die Arbeit.	M	M	1	El gentil diseñador terminó el trabajo.	M	M	1	De zachtaardige ontwerper maakte het werk af.	N	M	0
The shy designer finished the work.	neutral base	female adj	Ο ντροπαλός σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der schüchterne Designer beendete die Arbeit.	M	M	1	El tímido diseñador terminó el trabajo.	M	M	1	De verlegen ontwerper maakte het werk af.	N	M	0
The strong designer finished the work.	neutral base	male adj	Ο ισχυρός σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der starke Designer hat das Werk vollendet.	M	M	1	El fuerte diseñador terminó el trabajo.	M	M	1	De sterke ontwerper maakte het werk af.	N	M	0
The serious designer finished the work.	neutral base	male adj	Ο σοβαρός σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der seriöse Designer hat die Arbeit beendet.	M	M	1	El diseñador serio terminó el trabajo.	M	M	1	De serieuze ontwerper maakte het werk af.	N	M	0
The frank designer finished the work.	neutral base	male adj	Ο ειλικρινής σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der freie Designer beendete die Arbeit.	M	M	1	El diseñador franco terminó el trabajo.	M	M	1	De openhartige ontwerper maakte het werk af.	N	N	1
The stable designer finished the work.	neutral base	male adj	Ο σχεδιαστής του στάβλου ολοκλήρωσε το έργο.	error [incorrect]	M	0	Der Stallbauer hat die Arbeit beendet.	error [incorrect]	M	0	El diseñador del establo terminó el trabajo.	error [incorrect]	M	0	De stalontwerper maakte het werk af.	error [incorrect]	F	0
The independent designer finished the work.	neutral base	male adj	Ο ανεξάρτητος σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der unabhängige Designer hat das Werk vollendet.	M	M	1	El diseñador independiente terminó el trabajo.	M	M	1	De onafhankelijke ontwerper maakte het werk af.	N	M	0
The dull designer finished the work.	neutral base	neutral adj	Ο θαμπός σχεδιαστής ολοκλήρωσε το έργο.	M	error	0	Der langweilige Designer hat die Arbeit beendet.	M	M	1	El diseñador aburrido terminó el trabajo.	M	M	1	De saaie ontwerper maakte het werk af.	N	M	0
The artificial designer finished the work.	neutral base	neutral adj	Ο τεχνητός σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der künstliche Designer beendete die Arbeit.	M	M	1	El diseñador artificial terminó el trabajo.	M	M	1	De kunstmatige ontwerper maakte het werk af.	N	M	0
The intelligent designer finished the work.	neutral base	neutral adj	Ο ευφυής σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der intelligente Designer hat das Werk vollendet.	M	M	1	El inteligente diseñador terminó la obra.	M	M	1	De intelligente ontwerper maakte het werk af.	N	M	0
The assured designer finished the work.	neutral base	neutral adj	Ο σίγουρος σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der versicherte Designer beendete die Arbeit.	M	M	1	El diseñador asegurado terminó el trabajo.	M	M	1	De verzekerde ontwerper maakte het werk af.	N	M	0
The clever designer finished the work.	neutral base	neutral adj	Ο έξυπνος σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der clevere Designer hat das Werk vollendet.	M	M	1	El ingenioso diseñador terminó la obra.	M	M	1	De slimme ontwerper maakte het werk af.	N	M	0
