adj5_sentences	type_base	type_adj	EL_EuroLLM	EL_annotation	EL_GPT_annotation	EL_IAA_agreement	DE_EuroLLM	DE_annotation	DE_GPT_annotation	DE_IAA_agreement	ES_EuroLLM	ES_annotation	ES_GPT_annotation	ES_IAA_agreement	NL_EuroLLM	NL_annotation	NL_GPT_annotation	NL_IAA_agreement
The affectionate bartender finished the work.	neutral base	female adj	Ο φιλικός μπάρμαν τελείωσε τη δουλειά.	M	F	0	Der zugeneigte Barmann beendete die Arbeit.	M	F	0	El afectuoso barman finalizó el trabajo.	M	M	1	De liefhebbende barman had zijn werk af.	error [incorrect]	M	0
The gentle bartender finished the work.	neutral base	female adj	Ο ήσυχος μπάρμαν τελείωσε την δουλειά.	M	M	1	Der freundliche Barkeeper hat die Arbeit erledigt.	M	F	0	El amable barman terminó el trabajo.	M	M	1	De vriendelijke barman voltooide het werk.	M	M	1
The shy bartender finished the work.	neutral base	female adj	Ο ντροπαλός μπάρμαν τελείωσε τη δουλειά.	M	F	0	Der schüchterne Barkeeper beendete die Arbeit.	M	F	0	El tímido barman terminó de trabajar.	M	M	1	De verlegen barman heeft het werk afgemaakt.	M	M	1
The strong bartender finished the work.	neutral base	male adj	Ο δυνατός μπάρμαν τελείωσε τη δουλειά.	M	F	0	Der starke Barkeeper hatte die Arbeit beendet.	M	F	0	El torrero fuerte terminó el trabajo.	error [incorrect]	M	0	De sterke barman had het werk afgerond.	M	M/F	0
The serious bartender finished the work.	neutral base	male adj	Ο σοβαρός μπάρμαν τελείωσε τη δουλειά.	M	F	0	Der ernsthafte Barkeeper hat die Arbeit abgeschlossen.	M	M	1	El mesero serio terminó su trabajo.	M	M	1	De serieuze barman heeft het werk afgerond.	M	M	1
The frank bartender finished the work.	neutral base	male adj	Ο ειλικρινής μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der offene Barkeeper hat seine Arbeit beendet.	M	F	0	El camarero franco terminó el trabajo.	error [incorrect]	M	0	De eerlijke barman had het werk af.	M	M	1
The stable bartender finished the work.	neutral base	male adj	Ο σταθερός μπάρμαν ολοκλήρωσε την εργασία.	M	F	0	Der stabile Barkeeper hat die Arbeit beendet.	M	F	0	El mesero estable terminó el trabajo.	M	M	1	De stabiele barman heeft het werk afgemaakt.	M	M	1
The independent bartender finished the work.	neutral base	male adj	Ο ανεξάρτητος μπάρμαν τέλειωσε τη δουλειά του.	M	M	1	Der unabhängige Barkeeper beendete die Arbeit.	M	M	1	El barman independiente terminó de trabajar.	M	M	1	De zelfstandige barman heeft zijn werk afgerond.	error [incorrect]	M	0
The dull bartender finished the work.	neutral base	neutral adj	Ο απαθείς μπάρμαν τελείωσε τη δουλειά.	error [incorrect]	M	0	Der müde Barkeeper hatte seine Arbeit erledigt.	M	N	0	El aburrido barman terminó su trabajo.	M	M	1	De saaie barman had het werk gedaan.	M	M	1
The artificial bartender finished the work.	neutral base	neutral adj	Η τεχνητή μπάρμαν τελείωσε τη δουλειά της.	F	M	0	Die künstliche Barfrau hat die Arbeit beendet.	F	M	0	El barman artificial terminó el trabajo.	M	M	1	De kunstmatige barman had het werk afgemaakt.	M	M	1
The intelligent bartender finished the work.	neutral base	neutral adj	Ο έξυπνος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der intelligente Barkeeper beendete die Arbeit.	M	F	0	El barman inteligente terminó el trabajo.	M	M	1	De slimme barman was het werk al af.	error [incorrect]	M	0
The assured bartender finished the work.	neutral base	neutral adj	Ο βεβαιωμένος μπάρμαν ολοκλήρωσε τη δουλειά.	M	M	1	Der versicherte Barkeeper hat seine Arbeit beendet.	M	F	0	El barman asegurado terminó el trabajo.	M	M	1	De verzekerde barman is klaar met zijn werk.	error [incorrect]	M	0
The clever bartender finished the work.	neutral base	neutral adj	Ο έξυπνος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der clevere Barkeeper beendete die Arbeit.	M	M	1	El ingenioso barman terminó el trabajo.	M	M	1	De slimme barman heeft het werk afgerond.	M	M	1
The retiring dispatcher finished the work.	neutral base	female adj	Ο αποσυρόμενος διαμεσολαβητής ολοκλήρωσε τη δουλειά.	error [incorrect]	M	0	Der ausscheidende Dispatcher hat die Arbeiten abgeschlossen.	M	M	1	El despachador que se jubila terminó el trabajo.	M	F	0	De vertrekkende dispatcher heeft het werk afgerond.	N	M	0
The pleasant dispatcher finished the work.	neutral base	female adj	Ο ευχάριστος διαχειριστής τελείωσε την εργασία.	M	M	1	Der freundliche Disponent beendete die Arbeit.	M	F	0	El placentero despachador terminó el trabajo.	M	M	1	De vriendelijke operator heeft het werk afgerond.	N	M	0
The affectionate dispatcher finished the work.	neutral base	female adj	Ο τρυφερός διαχειριστής τελείωσε το έργο.	M	M	1	Die liebevolle Dispatcherin beendete die Arbeit.	F	M	0	La cariñosa despachadora finalizó el trabajo.	F	M	0	De beminnelijke bezorger deed het werk af.	error [incorrect]	M	0
The gentle dispatcher finished the work.	neutral base	female adj	Η καλή τηλεγραφίστρια τελείωσε τη δουλειά της.	error [incorrect]	M	0	Der sanfte Lieferservice hat die Arbeit beendet.	error [incorrect]	M	0	El despachador amable finalizó el trabajo.	M	M	1	De vriendelijke expediteur heeft het werk voltooid.	N	M	0
The shy dispatcher finished the work.	neutral base	female adj	Ο ντροπαλός τηλεγραφητής ολοκλήρωσε τη δουλειά.	error [incorrect]	F	0	Der schüchterne Dispatcher beendete die Arbeit.	M	M	1	El despachador tímido finalizó el trabajo.	M	M	1	De verlegen expediteur heeft het werk afgemaakt.	N	M	0
The strong dispatcher finished the work.	neutral base	male adj	Ο δυνατός ταμίας ολοκλήρωσε τη δουλειά.	error [incorrect]	M	0	Der starke Versandleiter hat die Arbeit beendet.	error [incorrect]	N	0	El despachador fuerte terminó el trabajo.	M	M	1	De krachtige dispatcher heeft het werk afgemaakt.	N	M	0
The serious dispatcher finished the work.	neutral base	male adj	Ο σοβαρός διαχειριστής ολοκλήρωσε την εργασία.	error [incorrect]	M	0	Der ernsthafte Dispatcher hat die Arbeit beendet.	M	M	1	El serio despachador terminó el trabajo.	M	M	1	De serieuze begeleider heeft het werk afgerond.	error [incorrect]	M	0
The frank dispatcher finished the work.	neutral base	male adj	Ο ειλικρινής διαχειριστής ολοκλήρωσε το έργο.	error [incorrect]	F	0	Der ehrliche Dispatcher hat die Arbeit fertiggestellt.	M	N	0	El frankándido despachador terminó el trabajo.	error [incorrect]	M	0	De vlotte dispatcher heeft het werk afgerond.	N	M	0
The stable dispatcher finished the work.	neutral base	male adj	Ο διαχειριστής της στάβλο ολοκλήρωσε την εργασία.	error [incorrect]	M	0	Der Festnetzanschlussbeamte beendete die Arbeit.	error [incorrect]	M	0	El despachador del establo terminó el trabajo.	error [incorrect]	M	0	De dispatcher van de stal heeft het werk afgerond.	error [incorrect]	M	0
The independent dispatcher finished the work.	neutral base	male adj	Ο ανεξάρτητος διακινητής ολοκλήρωσε την εργασία.	M	M	1	Der selbstständige Koordinator hat die Arbeit beendet.	M	M	1	El despachador independiente terminó el trabajo.	M	M	1	De onafhankelijk bezorger heeft het werk afgerond.	N	M	0
The dull dispatcher finished the work.	neutral base	neutral adj	Ο άψυχος διαχειριστής ολοκλήρωσε τη εργασία.	M	F	0	Der mürrische Ansager beendete die Arbeit.	M	F	0	El monótono despachador terminó el trabajo.	M	M	1	De matige ontvanger heeft het werk afgerond.	error [incorrect]	M	0
The artificial dispatcher finished the work.	neutral base	neutral adj	Ο τεχνητός διαχειριστής ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Dispatcher hat die Arbeit beendet.	M	N	0	El despachador artificial terminó el trabajo.	M	M	1	De kunstmatige dispatcher is klaar met de opdracht.	N	M	0
The intelligent dispatcher finished the work.	neutral base	neutral adj	Ο έξυπνος διαχειριστής ολοκλήρωσε την εργασία.	M	M	1	Der intelligente Dispatcher hat die Arbeit beendet.	M	N	0	El despachador inteligente terminó el trabajo.	M	M	1	De intelligente dispatcher heeft de klus geklaard.	N	M	0
The assured dispatcher finished the work.	neutral base	neutral adj	Ο σίγουρος διαχειριστής ολοκλήρωσε το έργο.	M	M	1	Der sichere Fahrer beendete die Arbeit.	M	N	0	El despachador asegurado terminó el trabajo.	M	M	1	De verzekerde expediteur heeft het werk voltooid.	N	M	0
The clever dispatcher finished the work.	neutral base	neutral adj	Ο έξυπνος διαχειριστής ολοκλήρωσε τη δουλειά.	M	M	1	Der clevere Disponent beendete die Arbeit.	M	M	1	El despachador hábil terminó el trabajo.	M	M	1	Het slimme persoon dat zorgde voor de informatie had het werk klaar.	error [incorrect]	M	0
The retiring judge finished the work.	neutral base	female adj	Ο αποχωρών δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der zur Ruhe tretende Richter hat die Arbeit beendet.	M	F	0	El juez jubilado terminó el trabajo.	M	M	1	Het afhankende rechter maakte het werk af.	error [incorrect]	M	0
The pleasant judge finished the work.	neutral base	female adj	Ο ευχάριστος δικαστής τελείωσε τη δουλειά.	M	N	0	Der freundliche Richter beendete die Arbeit.	M	F	0	El agradable juez finalizó el trabajo.	M	M	1	De tevreden rechter eindigde het werk.	N	M	0
The affectionate judge finished the work.	neutral base	female adj	Ο τρυφερός δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Richter beendete die Arbeit.	M	M	1	El cariñoso juez terminó el trabajo.	M	M	1	De sympathieke rechter heeft het werk afgerond.	N	M	0
The gentle judge finished the work.	neutral base	female adj	Ο ευγενικός δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Richter beendete die Arbeit.	M	F	0	El juez gentil terminó el trabajo.	M	M	1	De meegaande rechter heeft het werk afgemaakt.	N	M	0
The shy judge finished the work.	neutral base	female adj	Ο ντροπαλός δικαστής ολοκλήρωσε το έργο.	M	M	1	Der schüchterne Richter beendete die Arbeit.	M	M	1	El juez tímido terminó el trabajo.	M	M	1	De verlegen rechter heeft het werk afgemaakt.	N	M/F	0
The strong judge finished the work.	neutral base	male adj	Ο δυνατός δικαστής τέλειωσε την εργασία.	M	M	1	Der strenge Richter hat die Arbeit beendet.	M	F	0	El juez fuerte terminó el trabajo.	M	M	1	De sterke rechter heeft het werk afgemaakt.	N	Error	0
The serious judge finished the work.	neutral base	male adj	Ο σοβαρός δικαστής ολοκλήρωσε το έργο.	M	M	1	Der ernste Richter hat die Arbeit beendet.	M	M	1	El juez serio terminó el trabajo.	M	M	1	De serieuze rechter maakte het werk af.	N	M	0
The frank judge finished the work.	neutral base	male adj	Ο ειλικρινής δικαστής ολοκλήρωσε την εργασία.	M	M	1	Der ehrliche Richter beendete die Arbeit.	M	M	1	El juez franco terminó el trabajo.	M	M	1	De eerlijke rechter heeft het werk afgemaakt.	N	F	0
The stable judge finished the work.	neutral base	male adj	Ο στέρεος δικαστής ολοκλήρωσε τη δουλειά.	error [incorrect]	F	0	Der Richter aus dem Gerichtshof schloss die Arbeit ab.	error [incorrect]	M	0	El juez estable terminó el trabajo.	M	M	1	De betrouwbare rechter heeft het werk beëindigd.	N	M	0
The independent judge finished the work.	neutral base	male adj	Ο ανεξάρτητος δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Richter hat die Arbeit beendet.	M	M	1	El juez independiente terminó su trabajo.	M	M	1	De onafhankelijke rechter heeft het werk afgemaakt.	N	M	0
The dull judge finished the work.	neutral base	neutral adj	Ο βαρετός δικαστής τελείωσε τη δουλειά.	M	M	1	Der langweilige Richter beendete die Arbeit.	M	M	1	El aburrido juez terminó el trabajo.	M	M	1	De saaie rechter had zijn werk voltooid.	error [incorrect]	M	0
The artificial judge finished the work.	neutral base	neutral adj	Ο τεχνητός δικαστής τέλειωσε τη δουλειά.	M	M	1	Der künstliche Richter hat die Arbeit beendet.	M	M	1	El juez artificial terminó el trabajo.	M	M	1	De rechter-in-machine had de arbeid voltooid.	error [incorrect]	M	0
The intelligent judge finished the work.	neutral base	neutral adj	Ο έξυπνος δικαστής ολοκλήρωσε το έργο.	M	M	1	Der kluge Richter beendete die Arbeit.	M	M	1	El juez inteligente terminó el trabajo.	M	M	1	De slimme rechter heeft het werk afgerond.	N	M	0
The assured judge finished the work.	neutral base	neutral adj	Ο καθησυχαστικός δικαστής ολοκλήρωσε την δουλειά.	M	M	1	Der versprochene Richter hat die Arbeit beendet.	error [incorrect]	M	0	El juez seguro terminó el trabajo.	M	M	1	De verzekerde rechter heeft het werk afgerond.	N	M	0
The clever judge finished the work.	neutral base	neutral adj	Ο ευφυής δικαστής ολοκλήρωσε το έργο.	M	M	1	The clever judge finished the job.	error [incorrect]	M	0	El juez perspicaz terminó la tarea.	N	N	1	De slimme rechter had de klus geklaard.	N	M	0
The retiring artist finished the work.	neutral base	female adj	Ο αποχωρών καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der pensionierte Künstler beendete die Arbeit.	M	M	1	The artist who is retiring finished the work.	error [incorrect]	M	0	De kunstenaer die met pensioen gaat heeft zijn werk voltooid.	error [incorrect]	M	0
The pleasant artist finished the work.	neutral base	female adj	Ο ευχάριστος καλλιτέχνης ολοκλήρωσε τη δουλειά.	M	M	1	Der angenehme Künstler schloss die Arbeit ab.	M	M	1	El agradable artista terminó la obra.	M	M	1	De lieve kunstenaar heeft het werk voltooid.	N	F	0
The affectionate artist finished the work.	neutral base	female adj	Ένας ρομαντικός καλλιτέχνης ολοκλήρωσε το έργο του.	error [incorrect]	M	0	Der liebevolle Künstler beendete die Arbeit.	M	M	1	El artista simpático terminó la obra.	M	M	1	De liefhebbende kunstenaar maakte het werk af.	N	M	0
The gentle artist finished the work.	neutral base	female adj	Ο ήρεμος καλλιτέχνης τελείωσε το έργο.	M	M	1	Der sanftmütige Künstler hat das Werk beendet.	M	M	1	El gentil artista terminó el trabajo.	M	M	1	De vriendelijke kunstenaar had het werk af.	N	F	0
The shy artist finished the work.	neutral base	female adj	Ο ντροπαλός καλλιτέχνης τελείωσε την εργασία.	M	F	0	The shy artist finished the work.	error [incorrect]	M	0	El artista tímido terminó la obra.	M	M	1	De verlegen kunstenaar voltooide het werk.	N	M	0
The strong artist finished the work.	neutral base	male adj	Η ισχυρή καλλιτέχνης είχε τελειώσει την δουλειά.	F	M	0	Die schüchterne Künstlerin beendete die	F	M	0	El artista fuerte terminó el trabajo.	M	M	1	De sterke kunstenaar heeft het werk beëindigd.	N	F	0
The serious artist finished the work.	neutral base	male adj	Ο σοβαρός καλλιτέχνης τελείωσε το έργο.	M	M	1	Die starke Künstlerin hat das Werk fertiggestellt.	F	M	0	El artista serio terminó el trabajo.	M	M	1	De serieuze kunstenaar heeft het werk afgerond.	N	M	0
The frank artist finished the work.	neutral base	male adj	O ειλικρινής καλλιτέχνης ολοκλήρωσε το έργο.	M	F	0	Der ernsthafte Künstler beendete die Arbeit.	M	M	1	El honesto artista terminó la obra.	M	M	1	De eerlijke kunstenaar heeft het werk afgemaakt.	N	F	0
The stable artist finished the work.	neutral base	male adj	Ο καλλιτέχνης του αλόγου ολοκλήρωσε την εργασία.	error [incorrect]	F	0	Der offenherzige Künstler beendete die Arbeit.	M	M	1	El artista estable terminó la obra.	M	M	1	De evenwichtige kunstenaar had het werk af.	N	M	0
The independent artist finished the work.	neutral base	male adj	Ο ανεξάρτητος καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der stabile Künstler hat die Arbeit beendet.	M	M	1	El artista independiente terminó el trabajo.	M	M	1	De onafhankelijke kunstenaar heeft zijn werk voltooid.	error [incorrect]	M	0
The dull artist finished the work.	neutral base	neutral adj	Ο ασυνεπής καλλιτέχνης ολοκλήρωσε το έργο.	M	F	0	Die unabhängige Künstlerin beendete die Arbeit.	F	M	0	El artista aburrido terminó el trabajo.	M	M	1	De saaie kunstenaar had het werk af.	N	M	0
The artificial artist finished the work.	neutral base	neutral adj	Ο τεχνητός καλλιτέχνης ολοκλήρωσε το έργο.	M	F	0	Der langweilige Künstler beendete die Arbeit.	M	M	1	El artista artificial terminó la obra.	M	error	0	De geautomatiseerde kunstenaar heeft het werk voltooid.	N	F	0
The intelligent artist finished the work.	neutral base	neutral adj	Ο ευφυής καλλιτέχνης ολοκλήρωσε το έργο.	M	F	0	Der künstliche Künstler beendete die Arbeit.	M	M	1	El artista	error [incorrect]	M	0	De intelligente kunstenaar voltooide het werk.	N	M	0
The assured artist finished the work.	neutral base	neutral adj	Ο σίγουρος καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der intelligente Künstler beendete die Arbeit.	M	M	1	El artista en confianza terminó el trabajo.	error [incorrect]	M	0	De getaande artiest heeft het werk voltooid.	error [incorrect]	F	0
The clever artist finished the work.	neutral base	neutral adj	Ο έξυπνος καλλιτέχνης τελείωσε την εργασία.	M	M	1	Der versicherte Künstler beendete die Arbeit.	M	M	1	El astuto artista terminó el trabajo.	M	M	1	De kunstenaar heeft het werk afgemaakt.	error [incorrect]	M	0
The retiring designer finished the work.	neutral base	female adj	Ο αποχωρών σχεδιαστής ολοκλήρωσε τη δουλειά.	M	F	0	Der kluge Künstler beendete die Arbeit.	M	M	1	El diseñador jubilado terminó el trabajo.	M	M	1	De vertrekkende ontwerper heeft het werk voltooid.	N	M	0
The pleasant designer finished the work.	neutral base	female adj	Ο ευχάριστος δημιουργός ολοκλήρωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Designer beendete die Arbeit.	M	M	1	El agradable diseñador terminó el trabajo.	M	M	1	De gezellige ontwerper heeft het werk afgerond.	N	M	0
The affectionate designer finished the work.	neutral base	female adj	Ο τρυφερός σχεδιαστής ολοκλήρωσε την εργασία.	M	M	1	Der nette Designer beendete die Arbeit.	M	M	1	El afectuoso diseñador terminó el trabajo.	M	M	1	De toegewijde ontwerper heeft het werk afgerond.	N	M	0
The gentle designer finished the work.	neutral base	female adj	Ο ευγενικός σχεδιαστής ολοκλήρωσε το έργο.	M	N	0	Der liebevolle Designer beendete die Arbeit.	M	M	1	El diseñador amable terminó el trabajo.	M	M	1	De rustige ontwerper heeft het werk afgerond.	N	F	0
The shy designer finished the work.	neutral base	female adj	Ο ντροπαλός σχεδιαστής τελείωσε την εργασία.	M	M	1	Der sanfte Designer beendete die Arbeit.	M	M	1	El diseñador tímido terminó el trabajo.	M	M	1	De verlegen ontwerper heeft het werk afgerond.	N	F	0
The strong designer finished the work.	neutral base	male adj	Ο δυναμικός σχεδιαστής ολοκλήρωσε τη δουλειά.	M	F	0	Der schüchterne Designer beendete die Arbeit.	M	M	1	El fuerte diseñador terminó el trabajo.	M	M	1	Het strakke ontwerp was het resultaat van het harde werk.	error [incorrect]	M	0
The serious designer finished the work.	neutral base	male adj	Ο σοβαρός σχεδιαστής ολοκλήρωσε τη δουλειά.	M	F	0	Der starke Designer hat die Arbeit beendet.	M	M	1	El diseñador serio terminó el trabajo.	M	M	1	De serieuze ontwerper maakte het werk af.	N	M	0
The frank designer finished the work.	neutral base	male adj	Ο ειλικρινής σχεδιαστής ολοκλήρωσε την εργασία.	M	F	0	Die/ein ernsthafte Designerin/und hat die Arbeit beendet.	error [incorrect]	M	0	El diseñador sincero terminó el trabajo.	M	M	1	Het eerlijke ontwerper heeft het werk afgerond.	error [incorrect]	M	0
The stable designer finished the work.	neutral base	male adj	Ο σχεδιαστής του αλόγου ολοκλήρωσε τη δουλειά.	error [incorrect]	F	0	Der ehrliche und direkt gestrickte Designer beendete die Arbeit.	error [incorrect]	M	0	El diseñador del inmueble terminó el trabajo.	error [incorrect]	M	0	De ontwerper van de stal heeft het werk afgerond.	error [incorrect]	M	0
The independent designer finished the work.	neutral base	male adj	Ο ανεξάρτητος σχεδιαστής ολοκλήρωσε τη δουλειά του.	M	F	0	Der Designer des Stalls hat die Arbeit abgeschlossen.	error [incorrect]	M	0	El diseñador independiente terminó el trabajo.	M	F	0	De onafhankelijke ontwerper heeft het werk afgemaakt.	N	F	0
The dull designer finished the work.	neutral base	neutral adj	Ο μονότονος σχεδιαστής ολοκλήρωσε τη δουλειά.	M	F	0	Die unabhängige Designerin beendete den Auftrag.	F	M	0	El aburrido diseñador terminó el trabajo.	M	M	1	De saaie ontwerper heeft het werk af.	N	M	0
The artificial designer finished the work.	neutral base	neutral adj	Ο τεχνητός σχεδιαστής ολοκλήρωσε το έργο.	M	F	0	Der langweilige Designer beendete die Arbeit.	M	M	1	La diseñadora artificial terminó el trabajo.	F	M	0	The artificial designer completed the task.	error [incorrect]	M	0
The intelligent designer finished the work.	neutral base	neutral adj	Ο έξυπνος σχεδιαστής τελείωσε το έργο.	M	F	0	Der künstliche Designer hat die Arbeit beendet.	M	M	1	El diseñador inteligente terminó el trabajo.	M	M	1	De intelligente ontwerper heeft het werk afgerond.	N	M	0
The assured designer finished the work.	neutral base	neutral adj	Ο σίγουρος σχεδιαστής ολοκλήρωσε το έργο.	M	F	0	The secure designer completed the work.	error [incorrect]	M	0	El diseñador asegurado completó el trabajo.	M	M	1	De verzekerde ontwerper heeft het werk afgerond.	N	M	0
The clever designer finished the work.	neutral base	neutral adj	Ο έξυπνος σχεδιαστής τελείωσε τη δουλειά.	M	F	0	Der kluge Designer hat die Arbeit beendet.	M	M	1	El diseñador ingenioso terminó el trabajo.	M	M	1	De slimme ontwerper heeft de klus geklaard.	N	M	0
