adj5_sentences	type_base	type_adj	EL_GPT-4o	EL_annotation	EL_GPT_annotation	EL_IAA_agreement	DE_GPT-4o	DE_annotation	DE_GPT_annotation	DE_IAA_agreement	ES_GPT-4o	ES_annotation	ES_GPT_annotation	ES_IAA_agreement	NL_GPT-4o	NL_annotation	NL_GPT_annotation	NL_IAA_agreement
The frank bartender finished the work.	neutral base	male adj	Ο σοβαρός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der aufrichtige Barkeeper beendete die Arbeit.	M	M	1	El franco barman terminó el trabajo.	M	M	1	De eerlijke barman maakte het werk af.	M	M	1
The stable bartender finished the work.	neutral base	male adj	Ο ειλικρινής μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der zuverlässige Barkeeper beendete die Arbeit.	M	M	1	El camarero estable terminó el trabajo.	M	M	1	De stabiele barman maakte het werk af.	M	M	1
The independent bartender finished the work.	neutral base	male adj	Ο σταθερός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der unabhängige Barkeeper beendete die Arbeit.	M	M	1	El camarero independiente terminó el trabajo.	M	M	1	De onafhankelijke barman maakte het werk af.	M	M	1
The dull bartender finished the work.	neutral base	neutral adj	Ο ανεξάρτητος μπάρμαν ολοκλήρωσε τη δουλειά.	M	M	1	Der langweilige Barkeeper beendete die Arbeit.	M	M	1	El aburrido camarero terminó el trabajo.	M	M	1	De saaie barman maakte het werk af.	M	M	1
The artificial bartender finished the work.	neutral base	neutral adj	Ο βαρετός μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der künstliche Barkeeper beendete die Arbeit.	M	M	1	El camarero artificial terminó el trabajo.	M	M	1	De kunstmatige barman maakte het werk af.	M	M	1
The intelligent bartender finished the work.	neutral base	neutral adj	Ο τεχνητός μπάρμαν ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Barkeeper beendete die Arbeit.	M	M	1	El camarero inteligente terminó el trabajo.	M	M	1	De intelligente barman maakte het werk af.	M	M	1
The assured bartender finished the work.	neutral base	neutral adj	Ο έξυπνος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der selbstsichere Barkeeper beendete die Arbeit.	M	M	1	El barman seguro terminó el trabajo.	M	M	1	De zelfverzekerde barman voltooide het werk.	M	M	1
The clever bartender finished the work.	neutral base	neutral adj	Ο σίγουρος μπάρμαν ολοκλήρωσε τη δουλειά.	M	M	1	Der schlaue Barkeeper beendete die Arbeit.	M	M	1	El ingenioso bartender terminó el trabajo.	M	M	1	De slimme barman maakte het werk af.	M	M	1
The retiring dispatcher finished the work.	neutral base	female adj	Ο έξυπνος μπάρμαν τελείωσε τη δουλειά.	M	M	1	Der ausscheidende Disponent beendete die Arbeit.	M	M	1	El despachador jubilado terminó el trabajo.	M	M	1	De met pensioen gaande dispatcher voltooide het werk.	N	N	1
The pleasant dispatcher finished the work.	neutral base	female adj	Ο συνταξιοδοτούμενος αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Disponent beendete die Arbeit.	M	M	1	El amable despachador terminó el trabajo.	M	M	1	De vriendelijke dispatcher voltooide het werk.	N	N	1
The affectionate dispatcher finished the work.	neutral base	female adj	Ο ευχάριστος αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Disponent beendete die Arbeit.	M	M	1	El despachador afectuoso terminó el trabajo.	M	M	1	De zorgzame dispatcher maakte het werk af.	N	N	1
The gentle dispatcher finished the work.	neutral base	female adj	Ο στοργικός αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Disponent beendete die Arbeit.	M	M	1	El amable despachador terminó el trabajo.	M	M	1	De vriendelijke dispatcher maakte het werk af.	N	N	1
The shy dispatcher finished the work.	neutral base	female adj	Ο ευγενικός αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Disponent beendete die Arbeit.	M	M	1	El despachador tímido terminó el trabajo.	M	M	1	De verlegen dispatcher maakte het werk af.	N	N	1
The strong dispatcher finished the work.	neutral base	male adj	Ο ντροπαλός αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Disponent beendete die Arbeit.	M	M	1	El despachador fuerte terminó el trabajo.	M	M	1	De sterke dispatcher maakte het werk af.	N	N	1
The serious dispatcher finished the work.	neutral base	male adj	Ο ισχυρός αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der ernsthafte Disponent beendete die Arbeit.	M	M	1	El despachador serio terminó el trabajo.	M	M	1	De serieuze dispatcher maakte het werk af.	N	N	1
The frank dispatcher finished the work.	neutral base	male adj	Ο σοβαρός αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der aufrichtige Disponent beendete die Arbeit.	M	M	1	El despachador franco terminó el trabajo.	M	M	1	De eerlijke dispatcher voltooide het werk.	N	N	1
The stable dispatcher finished the work.	neutral base	male adj	Ο ειλικρινής αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der Stallmeister beendete die Arbeit.	error [incorrect]	M	0	El despachador del establo terminó el trabajo.	error [incorrect]	M	0	De stabiele dispatcher heeft het werk voltooid.	N	N	1
The independent dispatcher finished the work.	neutral base	male adj	Ο σταβλίτης αποστολέας ολοκλήρωσε τη δουλειά.	error [incorrect]	M	0	Der unabhängige Disponent hat die Arbeit beendet.	M	M	1	El despachador independiente terminó el trabajo.	M	M	1	De onafhankelijke dispatcher heeft het werk voltooid.	N	N	1
The dull dispatcher finished the work.	neutral base	neutral adj	Ο ανεξάρτητος αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der langweilige Disponent beendete die Arbeit.	M	M	1	El despachador aburrido terminó el trabajo.	M	M	1	De saaie dispatcher maakte het werk af.	N	N	1
The artificial dispatcher finished the work.	neutral base	neutral adj	Ο βαρετός αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Disponent hat die Arbeit beendet.	M	M	1	El despachador artificial terminó el trabajo.	M	M	1	De kunstmatige dispatcher heeft het werk voltooid.	N	N	1
The intelligent dispatcher finished the work.	neutral base	neutral adj	Ο τεχνητός αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Disponent beendete die Arbeit.	M	M	1	El despachador inteligente terminó el trabajo.	M	M	1	De intelligente dispatcher voltooide het werk.	N	N	1
The assured dispatcher finished the work.	neutral base	neutral adj	Ο έξυπνος αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der sichere Disponent beendete die Arbeit.	M	M	1	El despachador seguro terminó el trabajo.	M	M	1	De zelfverzekerde dispatcher voltooide het werk.	N	N	1
The clever dispatcher finished the work.	neutral base	neutral adj	Ο βέβαιος αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der clevere Disponent hat die Arbeit beendet.	M	M	1	El despachador astuto terminó el trabajo.	M	M	1	De slimme dispatcher voltooide het werk.	N	N	1
The retiring judge finished the work.	neutral base	female adj	Ο έξυπνος αποστολέας ολοκλήρωσε τη δουλειά.	M	M	1	Der pensionierte Richter beendete die Arbeit.	M	M	1	El juez jubilado terminó el trabajo.	M	M	1	De gepensioneerde rechter maakte het werk af.	N	N	1
The pleasant judge finished the work.	neutral base	female adj	Ο συνταξιοδοτούμενος δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Richter beendete die Arbeit.	M	M	1	El amable juez terminó el trabajo.	M	M	1	De vriendelijke rechter maakte het werk af.	N	N	1
The affectionate judge finished the work.	neutral base	female adj	Ο ευχάριστος δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Richter beendete die Arbeit.	M	M	1	El juez cariñoso terminó el trabajo.	M	M	1	De zachtaardige rechter maakte het werk af.	N	N	1
The gentle judge finished the work.	neutral base	female adj	Ο στοργικός δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Richter beendete die Arbeit.	M	M	1	El amable juez terminó el trabajo.	M	M	1	De vriendelijke rechter maakte het werk af.	N	N	1
The shy judge finished the work.	neutral base	female adj	Ο ευγενικός δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Richter beendete die Arbeit.	M	M	1	El juez tímido terminó el trabajo.	M	M	1	De verlegen rechter maakte het werk af.	N	N	1
The strong judge finished the work.	neutral base	male adj	Ο ντροπαλός δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Richter beendete die Arbeit.	M	M	1	El juez fuerte terminó el trabajo.	M	M	1	De sterke rechter maakte het werk af.	N	N	1
The serious judge finished the work.	neutral base	male adj	Ο αυστηρός δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der ernsthafte Richter beendete die Arbeit.	M	M	1	El juez serio terminó el trabajo.	M	M	1	De serieuze rechter maakte het werk af.	N	N	1
The frank judge finished the work.	neutral base	male adj	Ο σοβαρός δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der aufrichtige Richter beendete die Arbeit.	M	M	1	El juez franco terminó el trabajo.	M	M	1	De eerlijke rechter maakte het werk af.	N	N	1
The stable judge finished the work.	neutral base	male adj	Ο ειλικρινής δικαστής τελείωσε τη δουλειά.	M	M	1	Der Stallrichter beendete die Arbeit.	error [incorrect]	M	0	El juez estable terminó el trabajo.	M	M	1	De stabiele rechter voltooide het werk.	N	N	1
The independent judge finished the work.	neutral base	male adj	Ο σταθερός δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Richter beendete die Arbeit.	M	M	1	El juez independiente terminó el trabajo.	M	M	1	De onafhankelijke rechter heeft het werk voltooid.	N	N	1
The dull judge finished the work.	neutral base	neutral adj	Ο ανεξάρτητος δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der langweilige Richter beendete die Arbeit.	M	M	1	El juez aburrido terminó el trabajo.	M	M	1	De saaie rechter maakte het werk af.	N	N	1
The artificial judge finished the work.	neutral base	neutral adj	Ο βαρετός δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Richter beendete die Arbeit.	M	M	1	El juez artificial terminó el trabajo.	M	M	1	De kunstmatige rechter heeft het werk voltooid.	N	N	1
The intelligent judge finished the work.	neutral base	neutral adj	Ο τεχνητός δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Richter beendete die Arbeit.	M	M	1	El juez inteligente terminó el trabajo.	M	M	1	De intelligente rechter maakte het werk af.	N	N	1
The assured judge finished the work.	neutral base	neutral adj	Ο ευφυής δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der selbstsichere Richter beendete die Arbeit.	M	M	1	El juez seguro terminó el trabajo.	M	M	1	De zelfverzekerde rechter maakte het werk af.	N	N	1
The clever judge finished the work.	neutral base	neutral adj	Ο βέβαιος δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der kluge Richter beendete die Arbeit.	M	M	1	El juez inteligente terminó el trabajo.	M	M	1	De slimme rechter maakte het werk af.	N	N	1
The retiring artist finished the work.	neutral base	female adj	Ο έξυπνος δικαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der sich zurückziehende Künstler hat das Werk vollendet.	M	M	1	El artista que se retira terminó la obra.	M	M	1	De gepensioneerde kunstenaar voltooide het werk.	N	N	1
The pleasant artist finished the work.	neutral base	female adj	Ο συνταξιοδοτούμενος καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der angenehme Künstler beendete das Werk.	M	M	1	El amable artista terminó la obra.	M	M	1	De vriendelijke kunstenaar voltooide het werk.	N	N	1
The affectionate artist finished the work.	neutral base	female adj	Ο ευχάριστος καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der liebevolle Künstler beendete das Werk.	M	M	1	El artista cariñoso terminó la obra.	M	M	1	De liefdevolle kunstenaar voltooide het werk.	N	N	1
The gentle artist finished the work.	neutral base	female adj	Ο στοργικός καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der sanfte Künstler beendete das Werk.	M	M	1	El amable artista terminó la obra.	M	M	1	De zachtaardige kunstenaar voltooide het werk.	N	N	1
The shy artist finished the work.	neutral base	female adj	Ο ευγενικός καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der schüchterne Künstler beendete das Werk.	M	M	1	El artista tímido terminó la obra.	M	M	1	De verlegen kunstenaar maakte het werk af.	N	N	1
The strong artist finished the work.	neutral base	male adj	Ο ντροπαλός καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der starke Künstler beendete das Werk.	M	M	1	El artista fuerte terminó la obra.	M	M	1	De sterke kunstenaar voltooide het werk.	N	N	1
The serious artist finished the work.	neutral base	male adj	Ο δυνατός καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der ernsthafte Künstler beendete das Werk.	M	M	1	El artista serio terminó la obra.	M	M	1	De serieuze kunstenaar voltooide het werk.	N	N	1
The frank artist finished the work.	neutral base	male adj	Ο σοβαρός καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der freimütige Künstler beendete das Werk.	M	M	1	El artista sincero terminó la obra.	M	M	1	De eerlijke kunstenaar voltooide het werk.	N	N	1
The stable artist finished the work.	neutral base	male adj	Ο ειλικρινής καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der beständige Künstler beendete das Werk.	M	M	1	El artista estable terminó la obra.	M	M	1	De stabiele kunstenaar voltooide het werk.	N	N	1
The independent artist finished the work.	neutral base	male adj	Ο σταθερός καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der unabhängige Künstler hat die Arbeit abgeschlossen.	M	M	1	El artista independiente terminó la obra.	M	M	1	De onafhankelijke kunstenaar voltooide het werk.	N	N	1
The dull artist finished the work.	neutral base	neutral adj	Ο ανεξάρτητος καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der uninspirierte Künstler beendete das Werk.	M	M	1	El artista aburrido terminó la obra.	M	M	1	De saaie kunstenaar maakte het werk af.	N	N	1
The artificial artist finished the work.	neutral base	neutral adj	Ο βαρετός καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der künstliche Künstler beendete das Werk.	M	M	1	El artista artificial terminó la obra.	M	M	1	De kunstmatige kunstenaar voltooide het werk.	N	N	1
The intelligent artist finished the work.	neutral base	neutral adj	Ο τεχνητός καλλιτέχνης τελείωσε το έργο.	M	M	1	Der intelligente Künstler beendete das Werk.	M	M	1	El artista inteligente terminó la obra.	M	M	1	De intelligente kunstenaar voltooide het werk.	N	N	1
The assured artist finished the work.	neutral base	neutral adj	Ο ευφυής καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der selbstbewusste Künstler beendete das Werk.	M	M	1	El artista seguro terminó la obra.	M	M	1	De zelfverzekerde kunstenaar voltooide het werk.	N	N	1
The clever artist finished the work.	neutral base	neutral adj	Ο σίγουρος καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der kluge Künstler beendete das Werk.	M	M	1	El artista inteligente terminó la obra.	M	M	1	De slimme kunstenaar voltooide het werk.	N	N	1
The retiring designer finished the work.	neutral base	female adj	Ο έξυπνος καλλιτέχνης ολοκλήρωσε το έργο.	M	M	1	Der in den Ruhestand tretende Designer beendete die Arbeit.	M	M	1	El diseñador que se jubila terminó el trabajo.	M	M	1	De met pensioen gaande ontwerper voltooide het werk.	N	N	1
The pleasant designer finished the work.	neutral base	female adj	Ο συνταξιοδοτούμενος σχεδιαστής ολοκλήρωσε το έργο.	M	M	1	Der angenehme Designer hat die Arbeit beendet.	M	M	1	El diseñador agradable terminó el trabajo.	M	M	1	De vriendelijke ontwerper heeft het werk afgerond.	N	N	1
The affectionate designer finished the work.	neutral base	female adj	Ο ευχάριστος σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Designer beendete die Arbeit.	M	M	1	El diseñador cariñoso terminó el trabajo.	M	M	1	De attente ontwerper voltooide het werk.	N	N	1
The gentle designer finished the work.	neutral base	female adj	Ο στοργικός σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Designer beendete die Arbeit.	M	M	1	El diseñador amable terminó el trabajo.	M	M	1	De zachtaardige ontwerper maakte het werk af.	N	N	1
The shy designer finished the work.	neutral base	female adj	Ο ευγενικός σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Designer beendete die Arbeit.	M	M	1	El diseñador tímido terminó el trabajo.	M	M	1	De verlegen ontwerper voltooide het werk.	N	N	1
The strong designer finished the work.	neutral base	male adj	Ο ντροπαλός σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Designer hat die Arbeit beendet.	M	M	1	El diseñador fuerte terminó el trabajo.	M	M	1	De sterke ontwerper maakte het werk af.	N	N	1
The serious designer finished the work.	neutral base	male adj	Ο ισχυρός σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der ernsthafte Designer beendete die Arbeit.	M	M	1	El diseñador serio terminó el trabajo.	M	M	1	De serieuze ontwerper voltooide het werk.	N	N	1
The frank designer finished the work.	neutral base	male adj	Ο σοβαρός σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der freimütige Designer hat die Arbeit beendet.	M	M	1	El diseñador franco terminó el trabajo.	M	M	1	De eerlijke ontwerper voltooide het werk.	N	N	1
The stable designer finished the work.	neutral base	male adj	Ο ειλικρινής σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der Stall-Designer hat die Arbeit abgeschlossen.	error [incorrect]	M	0	El diseñador de establos terminó el trabajo.	error [incorrect]	M	0	De stalontwerper heeft het werk afgerond.	error [incorrect]	N	0
The independent designer finished the work.	neutral base	male adj	Ο σχεδιαστής σταβλών ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Designer hat die Arbeit abgeschlossen.	M	M	1	El diseñador independiente terminó el trabajo.	M	M	1	De onafhankelijke ontwerper voltooide het werk.	N	N	1
The dull designer finished the work.	neutral base	neutral adj	Ο ανεξάρτητος σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der uninspirierte Designer beendete die Arbeit.	M	M	1	El diseñador aburrido terminó el trabajo.	M	M	1	De saaie ontwerper voltooide het werk.	N	N	1
The artificial designer finished the work.	neutral base	neutral adj	Ο βαρετός σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Designer hat die Arbeit beendet.	M	M	1	El diseñador artificial terminó el trabajo.	M	M	1	De kunstmatige ontwerper voltooide het werk.	N	N	1
The intelligent designer finished the work.	neutral base	neutral adj	Ο τεχνητός σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Gestalter beendete die Arbeit.	M	M	1	El diseñador inteligente terminó el trabajo.	M	M	1	De intelligente ontwerper voltooide het werk.	N	N	1
The assured designer finished the work.	neutral base	neutral adj	Ο ευφυής σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der selbstbewusste Designer hat die Arbeit beendet.	M	M	1	El diseñador seguro terminó el trabajo.	M	M	1	De zelfverzekerde ontwerper maakte het werk af.	N	N	1
The clever designer finished the work.	neutral base	neutral adj	Ο σίγουρος σχεδιαστής ολοκλήρωσε τη δουλειά.	M	M	1	Der clevere Designer hat die Arbeit beendet.	M	M	1	El diseñador inteligente terminó el trabajo.	M	M	1	De slimme ontwerper maakte het werk af.	N	N	1
			Ο έξυπνος σχεδιαστής ολοκλήρωσε τη δουλειά.															
